comment_id,video_id,comment_text,entity,entity_type,sentiment_label,issue_category,topic_name
UgxuyD02KxM2WeOMBvh4AaABAg,3hPoEmlBQdY,"i am writing to express my disappointment regarding the handling of an issue with my 2 year old samsung s22 ultra. after a recent firmware update, a green horizontal line appeared on my display, which samsung has officially acknowledged as a known issue with free replacements being offered. however, during my visit to the samsung service center last saturday, i was denied this free repair due to a minor dent on the edge of my phone. i also spoke with both the samsung helpline and the service center engineer, who stated that samsung's policy only offers free repairs for phones without physical damage, including minor dents. my question is when i purchased my phone two years ago for 1,10,000, was i informed that i would need a cover to avoid invalidating future repair eligibility? wear and tear on a 2 year old phone is normal, and i should not be penalized for a minor dent unrelated to the software issue. moreover, samsung did not provide any warning prior to the update that it could cause such display problems, particularly for phones with minor dents. it seems unfair that samsung established this policy after the green line issue became known. if the problem stems from samsung s firmware update, why is there discrimination between users with minor cosmetic damage and those without? a friend of mine, with no dents, experienced the same issue. samsung should be taking full responsibility for this update related defect, regardless of the physical condition of the phone. i have been a loyal samsung customer, but this experience feels like mental harassment and erodes my trust in the brand. if i am willing to be without my phone for 5 6 days for repair, samsung should be equally supportive by repairing the issue free of charge. if this situation remains unresolved, i reserve the right to take further action, including raising public awareness on social media and initiating a campaign to boycott samsung phone purchases. additionally, i will seek legal recourse for the mental harassment i have endured and for the financial burden placed on me. i hope you reconsider this policy and resolve the matter fairly, as it directly impacts customer loyalty and trust in samsung's brand.",the samsung service center,ORG,positive,Battery / Charging,Galaxy Models / S23-S24-S25 Series
UgxuyD02KxM2WeOMBvh4AaABAg,3hPoEmlBQdY,"i am writing to express my disappointment regarding the handling of an issue with my 2 year old samsung s22 ultra. after a recent firmware update, a green horizontal line appeared on my display, which samsung has officially acknowledged as a known issue with free replacements being offered. however, during my visit to the samsung service center last saturday, i was denied this free repair due to a minor dent on the edge of my phone. i also spoke with both the samsung helpline and the service center engineer, who stated that samsung's policy only offers free repairs for phones without physical damage, including minor dents. my question is when i purchased my phone two years ago for 1,10,000, was i informed that i would need a cover to avoid invalidating future repair eligibility? wear and tear on a 2 year old phone is normal, and i should not be penalized for a minor dent unrelated to the software issue. moreover, samsung did not provide any warning prior to the update that it could cause such display problems, particularly for phones with minor dents. it seems unfair that samsung established this policy after the green line issue became known. if the problem stems from samsung s firmware update, why is there discrimination between users with minor cosmetic damage and those without? a friend of mine, with no dents, experienced the same issue. samsung should be taking full responsibility for this update related defect, regardless of the physical condition of the phone. i have been a loyal samsung customer, but this experience feels like mental harassment and erodes my trust in the brand. if i am willing to be without my phone for 5 6 days for repair, samsung should be equally supportive by repairing the issue free of charge. if this situation remains unresolved, i reserve the right to take further action, including raising public awareness on social media and initiating a campaign to boycott samsung phone purchases. additionally, i will seek legal recourse for the mental harassment i have endured and for the financial burden placed on me. i hope you reconsider this policy and resolve the matter fairly, as it directly impacts customer loyalty and trust in samsung's brand.",samsung s firmware update,ORG,positive,Battery / Charging,Galaxy Models / S23-S24-S25 Series
UgxuyD02KxM2WeOMBvh4AaABAg,3hPoEmlBQdY,"i am writing to express my disappointment regarding the handling of an issue with my 2 year old samsung s22 ultra. after a recent firmware update, a green horizontal line appeared on my display, which samsung has officially acknowledged as a known issue with free replacements being offered. however, during my visit to the samsung service center last saturday, i was denied this free repair due to a minor dent on the edge of my phone. i also spoke with both the samsung helpline and the service center engineer, who stated that samsung's policy only offers free repairs for phones without physical damage, including minor dents. my question is when i purchased my phone two years ago for 1,10,000, was i informed that i would need a cover to avoid invalidating future repair eligibility? wear and tear on a 2 year old phone is normal, and i should not be penalized for a minor dent unrelated to the software issue. moreover, samsung did not provide any warning prior to the update that it could cause such display problems, particularly for phones with minor dents. it seems unfair that samsung established this policy after the green line issue became known. if the problem stems from samsung s firmware update, why is there discrimination between users with minor cosmetic damage and those without? a friend of mine, with no dents, experienced the same issue. samsung should be taking full responsibility for this update related defect, regardless of the physical condition of the phone. i have been a loyal samsung customer, but this experience feels like mental harassment and erodes my trust in the brand. if i am willing to be without my phone for 5 6 days for repair, samsung should be equally supportive by repairing the issue free of charge. if this situation remains unresolved, i reserve the right to take further action, including raising public awareness on social media and initiating a campaign to boycott samsung phone purchases. additionally, i will seek legal recourse for the mental harassment i have endured and for the financial burden placed on me. i hope you reconsider this policy and resolve the matter fairly, as it directly impacts customer loyalty and trust in samsung's brand.",samsung,CUSTOM_PRODUCT_OR_BRAND,positive,Battery / Charging,Galaxy Models / S23-S24-S25 Series
UgywHpELGzK7LTVoDV54AaABAg,3hPoEmlBQdY,"i am writing to express my disappointment regarding the handling of an issue with my 2 year old samsung s22 ultra. after a recent firmware update, a green horizontal line appeared on my display, which samsung has officially acknowledged as a known issue with free replacements being offered. however, during my visit to the samsung service center last saturday, i was denied this free repair due to a minor dent on the edge of my phone. i also spoke with both the samsung helpline and the service center engineer, who stated that samsung's policy only offers free repairs for phones without physical damage, including minor dents. my question is when i purchased my phone two years ago for 1,10,000, was i informed that i would need a cover to avoid invalidating future repair eligibility? wear and tear on a 2 year old phone is normal, and i should not be penalized for a minor dent unrelated to the software issue. moreover, samsung did not provide any warning prior to the update that it could cause such display problems, particularly for phones with minor dents. it seems unfair that samsung established this policy after the green line issue became known. if the problem stems from samsung s firmware update, why is there discrimination between users with minor cosmetic damage and those without? a friend of mine, with no dents, experienced the same issue. samsung should be taking full responsibility for this update related defect, regardless of the physical condition of the phone. i have been a loyal samsung customer, but this experience feels like mental harassment and erodes my trust in the brand. if i am willing to be without my phone for 5 6 days for repair, samsung should be equally supportive by repairing the issue free of charge. if this situation remains unresolved, i reserve the right to take further action, including raising public awareness on social media and initiating a campaign to boycott samsung phone purchases. additionally, i will seek legal recourse for the mental harassment i have endured and for the financial burden placed on me. i hope you reconsider this policy and resolve the matter fairly, as it directly impacts customer loyalty and trust in samsung's brand.",samsung,ORG,positive,Battery / Charging,Galaxy Models / S23-S24-S25 Series
UgywHpELGzK7LTVoDV54AaABAg,3hPoEmlBQdY,"i am writing to express my disappointment regarding the handling of an issue with my 2 year old samsung s22 ultra. after a recent firmware update, a green horizontal line appeared on my display, which samsung has officially acknowledged as a known issue with free replacements being offered. however, during my visit to the samsung service center last saturday, i was denied this free repair due to a minor dent on the edge of my phone. i also spoke with both the samsung helpline and the service center engineer, who stated that samsung's policy only offers free repairs for phones without physical damage, including minor dents. my question is when i purchased my phone two years ago for 1,10,000, was i informed that i would need a cover to avoid invalidating future repair eligibility? wear and tear on a 2 year old phone is normal, and i should not be penalized for a minor dent unrelated to the software issue. moreover, samsung did not provide any warning prior to the update that it could cause such display problems, particularly for phones with minor dents. it seems unfair that samsung established this policy after the green line issue became known. if the problem stems from samsung s firmware update, why is there discrimination between users with minor cosmetic damage and those without? a friend of mine, with no dents, experienced the same issue. samsung should be taking full responsibility for this update related defect, regardless of the physical condition of the phone. i have been a loyal samsung customer, but this experience feels like mental harassment and erodes my trust in the brand. if i am willing to be without my phone for 5 6 days for repair, samsung should be equally supportive by repairing the issue free of charge. if this situation remains unresolved, i reserve the right to take further action, including raising public awareness on social media and initiating a campaign to boycott samsung phone purchases. additionally, i will seek legal recourse for the mental harassment i have endured and for the financial burden placed on me. i hope you reconsider this policy and resolve the matter fairly, as it directly impacts customer loyalty and trust in samsung's brand.",the samsung service center,ORG,positive,Battery / Charging,Galaxy Models / S23-S24-S25 Series
UgywHpELGzK7LTVoDV54AaABAg,3hPoEmlBQdY,"i am writing to express my disappointment regarding the handling of an issue with my 2 year old samsung s22 ultra. after a recent firmware update, a green horizontal line appeared on my display, which samsung has officially acknowledged as a known issue with free replacements being offered. however, during my visit to the samsung service center last saturday, i was denied this free repair due to a minor dent on the edge of my phone. i also spoke with both the samsung helpline and the service center engineer, who stated that samsung's policy only offers free repairs for phones without physical damage, including minor dents. my question is when i purchased my phone two years ago for 1,10,000, was i informed that i would need a cover to avoid invalidating future repair eligibility? wear and tear on a 2 year old phone is normal, and i should not be penalized for a minor dent unrelated to the software issue. moreover, samsung did not provide any warning prior to the update that it could cause such display problems, particularly for phones with minor dents. it seems unfair that samsung established this policy after the green line issue became known. if the problem stems from samsung s firmware update, why is there discrimination between users with minor cosmetic damage and those without? a friend of mine, with no dents, experienced the same issue. samsung should be taking full responsibility for this update related defect, regardless of the physical condition of the phone. i have been a loyal samsung customer, but this experience feels like mental harassment and erodes my trust in the brand. if i am willing to be without my phone for 5 6 days for repair, samsung should be equally supportive by repairing the issue free of charge. if this situation remains unresolved, i reserve the right to take further action, including raising public awareness on social media and initiating a campaign to boycott samsung phone purchases. additionally, i will seek legal recourse for the mental harassment i have endured and for the financial burden placed on me. i hope you reconsider this policy and resolve the matter fairly, as it directly impacts customer loyalty and trust in samsung's brand.",samsung s firmware update,ORG,positive,Battery / Charging,Galaxy Models / S23-S24-S25 Series
UgywHpELGzK7LTVoDV54AaABAg,3hPoEmlBQdY,"i am writing to express my disappointment regarding the handling of an issue with my 2 year old samsung s22 ultra. after a recent firmware update, a green horizontal line appeared on my display, which samsung has officially acknowledged as a known issue with free replacements being offered. however, during my visit to the samsung service center last saturday, i was denied this free repair due to a minor dent on the edge of my phone. i also spoke with both the samsung helpline and the service center engineer, who stated that samsung's policy only offers free repairs for phones without physical damage, including minor dents. my question is when i purchased my phone two years ago for 1,10,000, was i informed that i would need a cover to avoid invalidating future repair eligibility? wear and tear on a 2 year old phone is normal, and i should not be penalized for a minor dent unrelated to the software issue. moreover, samsung did not provide any warning prior to the update that it could cause such display problems, particularly for phones with minor dents. it seems unfair that samsung established this policy after the green line issue became known. if the problem stems from samsung s firmware update, why is there discrimination between users with minor cosmetic damage and those without? a friend of mine, with no dents, experienced the same issue. samsung should be taking full responsibility for this update related defect, regardless of the physical condition of the phone. i have been a loyal samsung customer, but this experience feels like mental harassment and erodes my trust in the brand. if i am willing to be without my phone for 5 6 days for repair, samsung should be equally supportive by repairing the issue free of charge. if this situation remains unresolved, i reserve the right to take further action, including raising public awareness on social media and initiating a campaign to boycott samsung phone purchases. additionally, i will seek legal recourse for the mental harassment i have endured and for the financial burden placed on me. i hope you reconsider this policy and resolve the matter fairly, as it directly impacts customer loyalty and trust in samsung's brand.",samsung,CUSTOM_PRODUCT_OR_BRAND,positive,Battery / Charging,Galaxy Models / S23-S24-S25 Series
UgxTuye0Ewf_InYn5yx4AaABAg,3hPoEmlBQdY,where is a samsung lover !,samsung,CUSTOM_PRODUCT_OR_BRAND,positive,Positive Feedback,Galaxy Models / S23-S24-S25 Series
UgyISsbn7nOcVw16A-R4AaABAg,3hPoEmlBQdY,i am a samsung laver can't you give me a samsung s24 ultra in free my home is bangladesh can't you help please free samsung phone please,samsung,ORG,positive,Customer Support / Warranty,Galaxy Models / S23-S24-S25 Series
UgyISsbn7nOcVw16A-R4AaABAg,3hPoEmlBQdY,i am a samsung laver can't you give me a samsung s24 ultra in free my home is bangladesh can't you help please free samsung phone please,free samsung,ORG,positive,Customer Support / Warranty,Galaxy Models / S23-S24-S25 Series
UgyISsbn7nOcVw16A-R4AaABAg,3hPoEmlBQdY,i am a samsung laver can't you give me a samsung s24 ultra in free my home is bangladesh can't you help please free samsung phone please,samsung,CUSTOM_PRODUCT_OR_BRAND,positive,Customer Support / Warranty,Galaxy Models / S23-S24-S25 Series
UgyISsbn7nOcVw16A-R4AaABAg,3hPoEmlBQdY,i am a samsung laver can't you give me a samsung s24 ultra in free my home is bangladesh can't you help please free samsung phone please,s24 ultra,CUSTOM_PRODUCT_OR_BRAND,positive,Customer Support / Warranty,Galaxy Models / S23-S24-S25 Series
Ugy9nC2MGmSXSgEuSb54AaABAg,3hPoEmlBQdY,"i use samsung s21 ultra 5g , i have triggered green line issue all of sudden. the bad quality samsung product. they are not taking responsibilities just ignoring them it's not related to that. it's an obvious software update fault.",samsung,CUSTOM_PRODUCT_OR_BRAND,negative,Display / Screen,Buying Decision / Value Discussion
UgyViDjMSl_zc7l7amt4AaABAg,3hPoEmlBQdY,"yo samsung! you guys need to fix your charging ports for these phones, always something wrong if it gets a lie wet or something, iphone dry up and work again while the us c ports stay broken if wet once.",us,GPE,negative,Battery / Charging,S25 vs S24 / iPhone Pro Max Comparison
UgyViDjMSl_zc7l7amt4AaABAg,3hPoEmlBQdY,"yo samsung! you guys need to fix your charging ports for these phones, always something wrong if it gets a lie wet or something, iphone dry up and work again while the us c ports stay broken if wet once.",samsung,CUSTOM_PRODUCT_OR_BRAND,negative,Battery / Charging,S25 vs S24 / iPhone Pro Max Comparison
UgyViDjMSl_zc7l7amt4AaABAg,3hPoEmlBQdY,"yo samsung! you guys need to fix your charging ports for these phones, always something wrong if it gets a lie wet or something, iphone dry up and work again while the us c ports stay broken if wet once.",iphone,CUSTOM_PRODUCT_OR_BRAND,negative,Battery / Charging,S25 vs S24 / iPhone Pro Max Comparison
UgzrarDdSUU-WSo_4494AaABAg,3hPoEmlBQdY,"you should add a symbol in the back,,,,,,,,,,,,just like apple...nowadays people wants to show up more than using features,,",apple,CUSTOM_PRODUCT_OR_BRAND,positive,S-Pen / Features,General Samsung / Apple Discussion
UgxPskA2YGKNFmrC-CB4AaABAg,3hPoEmlBQdY,just came back to rematch this after seeing the 'new' iphone 16,iphone,CUSTOM_PRODUCT_OR_BRAND,neutral,S-Pen / Features,S-Pen / Bluetooth Removal
UgwZbnZy1SjZX-CD5PR4AaABAg,3hPoEmlBQdY,samsung s24 ultra is my dream phone.,samsung,ORG,positive,Positive Feedback,"AI, Battery, Camera and Feature Discussion"
UgwZbnZy1SjZX-CD5PR4AaABAg,3hPoEmlBQdY,samsung s24 ultra is my dream phone.,samsung,CUSTOM_PRODUCT_OR_BRAND,positive,Positive Feedback,"AI, Battery, Camera and Feature Discussion"
UgwZbnZy1SjZX-CD5PR4AaABAg,3hPoEmlBQdY,samsung s24 ultra is my dream phone.,s24 ultra,CUSTOM_PRODUCT_OR_BRAND,positive,Positive Feedback,"AI, Battery, Camera and Feature Discussion"
Ugz5FAGCImRWqcVeypZ4AaABAg,3hPoEmlBQdY,coming from iphone 16 ad sounds depressing,iphone,CUSTOM_PRODUCT_OR_BRAND,negative,Price / Value,S-Pen / Bluetooth Removal
UgwqUbth8mItt9q2jFR4AaABAg,3hPoEmlBQdY,samsung copied apple,samsung,ORG,neutral,Other,General Samsung / Apple Discussion
UgwqUbth8mItt9q2jFR4AaABAg,3hPoEmlBQdY,samsung copied apple,samsung,CUSTOM_PRODUCT_OR_BRAND,neutral,Other,General Samsung / Apple Discussion
UgwqUbth8mItt9q2jFR4AaABAg,3hPoEmlBQdY,samsung copied apple,apple,CUSTOM_PRODUCT_OR_BRAND,neutral,Other,General Samsung / Apple Discussion
UgwqUbth8mItt9q2jFR4AaABAg.A8PwMF9PZRJA8YWn7hepC_,3hPoEmlBQdY,we don't care apple user,apple,CUSTOM_PRODUCT_OR_BRAND,negative,Software / One UI,Buying Decision / Value Discussion
UgxQam3ASyHQXBW-H7R4AaABAg,3hPoEmlBQdY,iphone 15 pro max and samsung s24 has the same gray color many thinking of buying it on mason,max,PERSON,neutral,Design / Build,S-Pen / Bluetooth Removal
UgxQam3ASyHQXBW-H7R4AaABAg,3hPoEmlBQdY,iphone 15 pro max and samsung s24 has the same gray color many thinking of buying it on mason,samsung,ORG,neutral,Design / Build,S-Pen / Bluetooth Removal
UgxQam3ASyHQXBW-H7R4AaABAg,3hPoEmlBQdY,iphone 15 pro max and samsung s24 has the same gray color many thinking of buying it on mason,samsung,CUSTOM_PRODUCT_OR_BRAND,neutral,Design / Build,S-Pen / Bluetooth Removal
UgxQam3ASyHQXBW-H7R4AaABAg,3hPoEmlBQdY,iphone 15 pro max and samsung s24 has the same gray color many thinking of buying it on mason,iphone,CUSTOM_PRODUCT_OR_BRAND,neutral,Design / Build,S-Pen / Bluetooth Removal
UgyPNjgVDVTMz7wuoB14AaABAg,3hPoEmlBQdY,hall eric thomas amy clark susan,hall eric thomas amy clark,PERSON,neutral,Other,General Samsung / Apple Discussion
UgxsLzxB-sT5COlGOW14AaABAg,3hPoEmlBQdY,iphone 16 who?,iphone,CUSTOM_PRODUCT_OR_BRAND,neutral,Design / Build,S-Pen / Bluetooth Removal
UgzeBaDYXu5pSPJlGBV4AaABAg,3hPoEmlBQdY,iphone users are missing so much. apple is manipulating with it's marketing.,apple,ORG,negative,S-Pen / Features,General Samsung / Apple Discussion
UgzeBaDYXu5pSPJlGBV4AaABAg,3hPoEmlBQdY,iphone users are missing so much. apple is manipulating with it's marketing.,iphone,CUSTOM_PRODUCT_OR_BRAND,negative,S-Pen / Features,General Samsung / Apple Discussion
UgzeBaDYXu5pSPJlGBV4AaABAg,3hPoEmlBQdY,iphone users are missing so much. apple is manipulating with it's marketing.,apple,CUSTOM_PRODUCT_OR_BRAND,negative,S-Pen / Features,General Samsung / Apple Discussion
Ugwy7N87qf-qHAfgkN14AaABAg,3hPoEmlBQdY,after watching iphone 16 samsung is waiting for revenge,samsung,CUSTOM_PRODUCT_OR_BRAND,negative,AI / Gemini,S-Pen / Bluetooth Removal
Ugwy7N87qf-qHAfgkN14AaABAg,3hPoEmlBQdY,after watching iphone 16 samsung is waiting for revenge,iphone,CUSTOM_PRODUCT_OR_BRAND,negative,AI / Gemini,S-Pen / Bluetooth Removal
UgxLe5Xw8U28T6DaBEF4AaABAg,3hPoEmlBQdY,i ont know if iphone can win,iphone,CUSTOM_PRODUCT_OR_BRAND,positive,Design / Build,S-Pen / Bluetooth Removal
Ugzlg8UHJp3Qp35_7Kd4AaABAg,3hPoEmlBQdY,who is here after apple i phone 16 launch event.,apple,CUSTOM_PRODUCT_OR_BRAND,positive,S-Pen / Features,General Samsung / Apple Discussion
Ugz2FRdSrk2_Ve_WNxZ4AaABAg,3hPoEmlBQdY,"hi, please talk about these greenling issues. i don't want to and can't spend 800 1000 dollars each year changing phones. i could t even use samsung s21 for two years and it already has 8 lines on it, without any physical damage. this is very frustrating. i'd rather not use phones at all at this point",samsung,CUSTOM_PRODUCT_OR_BRAND,positive,S-Pen / Features,Upgrade Cycle / Yearly Phone Changes
UgwIVr7BE5QZ1Dyu_kh4AaABAg,3hPoEmlBQdY,just came to look at this after iphone 16...,iphone,CUSTOM_PRODUCT_OR_BRAND,neutral,S-Pen / Features,S-Pen / Bluetooth Removal
UgwFbuTNZAFfUauPcJd4AaABAg,3hPoEmlBQdY,who came here after apple's iphone 16 release?,apple,ORG,neutral,S-Pen / Features,S-Pen / Bluetooth Removal
UgwFbuTNZAFfUauPcJd4AaABAg,3hPoEmlBQdY,who came here after apple's iphone 16 release?,iphone,CUSTOM_PRODUCT_OR_BRAND,neutral,S-Pen / Features,S-Pen / Bluetooth Removal
UgwFbuTNZAFfUauPcJd4AaABAg,3hPoEmlBQdY,who came here after apple's iphone 16 release?,apple,CUSTOM_PRODUCT_OR_BRAND,neutral,S-Pen / Features,S-Pen / Bluetooth Removal
Ugyni80oJoPQ6LobpNB4AaABAg,3hPoEmlBQdY,anyone here after watching iphone 16 trailer,iphone,CUSTOM_PRODUCT_OR_BRAND,neutral,AI / Gemini,S-Pen / Bluetooth Removal
Ugyni80oJoPQ6LobpNB4AaABAg.A8AnJMsEeayA8BoEG91YkK,3hPoEmlBQdY,i think it looks still better than iphone 16 trailer,iphone,CUSTOM_PRODUCT_OR_BRAND,positive,AI / Gemini,S-Pen / Bluetooth Removal
Ugyni80oJoPQ6LobpNB4AaABAg.A8AnJMsEeayA8EZ_HOlIIq,3hPoEmlBQdY,man samsung is worth using i brought an iphone last year and it totally died within 2 months now i'm commenting with galaxy s23 it fell from my hand like 20 times but still good as new w samsung,samsung,ORG,positive,Design / Build,Galaxy Models / S23-S24-S25 Series
Ugyni80oJoPQ6LobpNB4AaABAg.A8AnJMsEeayA8EZ_HOlIIq,3hPoEmlBQdY,man samsung is worth using i brought an iphone last year and it totally died within 2 months now i'm commenting with galaxy s23 it fell from my hand like 20 times but still good as new w samsung,samsung,CUSTOM_PRODUCT_OR_BRAND,positive,Design / Build,Galaxy Models / S23-S24-S25 Series
Ugyni80oJoPQ6LobpNB4AaABAg.A8AnJMsEeayA8EZ_HOlIIq,3hPoEmlBQdY,man samsung is worth using i brought an iphone last year and it totally died within 2 months now i'm commenting with galaxy s23 it fell from my hand like 20 times but still good as new w samsung,galaxy,CUSTOM_PRODUCT_OR_BRAND,positive,Design / Build,Galaxy Models / S23-S24-S25 Series
Ugyni80oJoPQ6LobpNB4AaABAg.A8AnJMsEeayA8EZ_HOlIIq,3hPoEmlBQdY,man samsung is worth using i brought an iphone last year and it totally died within 2 months now i'm commenting with galaxy s23 it fell from my hand like 20 times but still good as new w samsung,iphone,CUSTOM_PRODUCT_OR_BRAND,positive,Design / Build,Galaxy Models / S23-S24-S25 Series
Ugyni80oJoPQ6LobpNB4AaABAg.A8AnJMsEeayA8PI2fpnN1i,3hPoEmlBQdY,bro right after watching the trailer i was like whats samsung up to?,samsung,CUSTOM_PRODUCT_OR_BRAND,positive,AI / Gemini,General Samsung / Apple Discussion
Ugyni80oJoPQ6LobpNB4AaABAg.A8AnJMsEeayA8St0eLY2B5,3hPoEmlBQdY,enough to destroy iphone,iphone,CUSTOM_PRODUCT_OR_BRAND,negative,Design / Build,S-Pen / Bluetooth Removal
Ugx0IMDnAaQoIdadVxN4AaABAg,3hPoEmlBQdY,iphone 16 is coming,iphone,CUSTOM_PRODUCT_OR_BRAND,positive,Design / Build,S-Pen / Bluetooth Removal
UgzQiy2UtEQuc7u6oeV4AaABAg,3hPoEmlBQdY,"just bought the s24 ultra 4 days ago, it's amazing!",s24 ultra,CUSTOM_PRODUCT_OR_BRAND,positive,Positive Feedback,"AI, Battery, Camera and Feature Discussion"
UgzQiy2UtEQuc7u6oeV4AaABAg.A8-4O3T8zXBAB1rfnBtjpK,3hPoEmlBQdY,wait for the s25 ultra,s25 ultra,CUSTOM_PRODUCT_OR_BRAND,neutral,AI / Gemini,"AI, Battery, Camera and Feature Discussion"
UgyGRB7TeeTVBq1_ZRR4AaABAg,3hPoEmlBQdY,samsung why you deleted sdcard after s20 to now because of this i have to buy sony or something else,samsung,ORG,neutral,Design / Build,Galaxy Models / S23-S24-S25 Series
UgyGRB7TeeTVBq1_ZRR4AaABAg,3hPoEmlBQdY,samsung why you deleted sdcard after s20 to now because of this i have to buy sony or something else,sony,ORG,neutral,Design / Build,Galaxy Models / S23-S24-S25 Series
UgyGRB7TeeTVBq1_ZRR4AaABAg,3hPoEmlBQdY,samsung why you deleted sdcard after s20 to now because of this i have to buy sony or something else,samsung,CUSTOM_PRODUCT_OR_BRAND,neutral,Design / Build,Galaxy Models / S23-S24-S25 Series
UgzI92mhjpZYLOPT1lN4AaABAg,3hPoEmlBQdY,i'm watching this on an s24 ultra,s24 ultra,CUSTOM_PRODUCT_OR_BRAND,neutral,Other,"AI, Battery, Camera and Feature Discussion"
UgypxBizy0FOBomai8B4AaABAg,3hPoEmlBQdY,apple need to take notes,apple,ORG,neutral,S-Pen / Features,General Samsung / Apple Discussion
UgypxBizy0FOBomai8B4AaABAg,3hPoEmlBQdY,apple need to take notes,apple,CUSTOM_PRODUCT_OR_BRAND,neutral,S-Pen / Features,General Samsung / Apple Discussion
UgzdlRyigQKYhHDGaVB4AaABAg,3hPoEmlBQdY,giving sd to only some countries is just cheap show. switching to an iphone asap,iphone,CUSTOM_PRODUCT_OR_BRAND,positive,Price / Value,S-Pen / Bluetooth Removal
UgwCAKRCqzntPcyFlYN4AaABAg,3hPoEmlBQdY,2 45 apple was cooked,apple,CUSTOM_PRODUCT_OR_BRAND,positive,Other,General Samsung / Apple Discussion
UgytJe-C0n5pLIV19wR4AaABAg,3hPoEmlBQdY,it's not a galaxy ultra unless it has a curve display,galaxy,CUSTOM_PRODUCT_OR_BRAND,neutral,Display / Screen,"AI, Battery, Camera and Feature Discussion"
UgyZws1MBy-5Q0b4h_R4AaABAg,3hPoEmlBQdY,"if you have earphone support sound code apt hd, lossless don't go to samsung phone because samsung remove these code from their phone i believe that snapdragon gen 3 support these code but samsung remove out because they are selfish. they need to focus only on sec sound code this is the worst idea ever",snapdragon,ORG,negative,Performance / Processor,Galaxy Models / S23-S24-S25 Series
UgyZws1MBy-5Q0b4h_R4AaABAg,3hPoEmlBQdY,"if you have earphone support sound code apt hd, lossless don't go to samsung phone because samsung remove these code from their phone i believe that snapdragon gen 3 support these code but samsung remove out because they are selfish. they need to focus only on sec sound code this is the worst idea ever",sec,ORG,negative,Performance / Processor,Galaxy Models / S23-S24-S25 Series
UgyZws1MBy-5Q0b4h_R4AaABAg,3hPoEmlBQdY,"if you have earphone support sound code apt hd, lossless don't go to samsung phone because samsung remove these code from their phone i believe that snapdragon gen 3 support these code but samsung remove out because they are selfish. they need to focus only on sec sound code this is the worst idea ever",samsung,CUSTOM_PRODUCT_OR_BRAND,negative,Performance / Processor,Galaxy Models / S23-S24-S25 Series
UgxmQt5jIQy4ZeNPPSt4AaABAg,3hPoEmlBQdY,how to qualify to get samsung s24 ultra as a gift from samsung,samsung,ORG,positive,Other,"AI, Battery, Camera and Feature Discussion"
UgxmQt5jIQy4ZeNPPSt4AaABAg,3hPoEmlBQdY,how to qualify to get samsung s24 ultra as a gift from samsung,samsung,CUSTOM_PRODUCT_OR_BRAND,positive,Other,"AI, Battery, Camera and Feature Discussion"
UgxmQt5jIQy4ZeNPPSt4AaABAg,3hPoEmlBQdY,how to qualify to get samsung s24 ultra as a gift from samsung,s24 ultra,CUSTOM_PRODUCT_OR_BRAND,positive,Other,"AI, Battery, Camera and Feature Discussion"
UgzVLW7z3qx3EnabGiV4AaABAg,3hPoEmlBQdY,"google pixel first ai phone, yeahhh",google,CUSTOM_PRODUCT_OR_BRAND,neutral,AI / Gemini,Galaxy Models / S23-S24-S25 Series
UgzJxm7Knc4KceP7mxh4AaABAg.A6ZEBQhC_6GA73FPS398PS,3hPoEmlBQdY,i bought 4 350 phones in 8 months phones i make 90k a year drive a front loader and that doesn't include the money i made from giving your mother my wang,wang,ORG,positive,Price / Value,Galaxy Models / S23-S24-S25 Series
Ugz_0YR3NPDlkgZpD0N4AaABAg,3hPoEmlBQdY,i ve bought iphone for 16 years and for the first time i might switch over lol,iphone,CUSTOM_PRODUCT_OR_BRAND,positive,Price / Value,S-Pen / Bluetooth Removal
Ugz9RoxD3kTLcm9y7694AaABAg,3hPoEmlBQdY,the time is come that samsung installs batteries of 5500 man like ass on their phones!,samsung,ORG,negative,Other,General Samsung / Apple Discussion
Ugz9RoxD3kTLcm9y7694AaABAg,3hPoEmlBQdY,the time is come that samsung installs batteries of 5500 man like ass on their phones!,samsung,CUSTOM_PRODUCT_OR_BRAND,negative,Other,General Samsung / Apple Discussion
UgxaOptrNDw6gdZF5n54AaABAg,3hPoEmlBQdY,samsung goes further,samsung,ORG,positive,Other,General Samsung / Apple Discussion
UgxaOptrNDw6gdZF5n54AaABAg,3hPoEmlBQdY,samsung goes further,samsung,CUSTOM_PRODUCT_OR_BRAND,positive,Other,General Samsung / Apple Discussion
UgxoZCZbkLD8A5MTnhB4AaABAg,3hPoEmlBQdY,"i saw a lot of comments asking what the song at 2 46 is it s be your somebody by darren lee, jung woo who, and ragga jones!!! i hope this helps someone, i was super curious what the song was too",darren lee,PERSON,positive,Design / Build,General Samsung / Apple Discussion
UgxoZCZbkLD8A5MTnhB4AaABAg,3hPoEmlBQdY,"i saw a lot of comments asking what the song at 2 46 is it s be your somebody by darren lee, jung woo who, and ragga jones!!! i hope this helps someone, i was super curious what the song was too",jung,PERSON,positive,Design / Build,General Samsung / Apple Discussion
UgzUtJkA4afGC6Cpp1d4AaABAg,3hPoEmlBQdY,can your apple do this ?,apple,CUSTOM_PRODUCT_OR_BRAND,neutral,Other,General Samsung / Apple Discussion
