comment_id,clean_comment,sentiment_label,issue_category,topic_name,cluster_id,persona,svd_x,svd_y
UgxAwfGGl57DcLV5s8l4AaABAg,"same thing as last year, but iphone did it as well",positive,Design / Build,Buying Decision / Value Discussion,5,iPhone Comparison Shoppers,0.20955389050061893,-0.12589116201861214
Ugz8yVlktVniWQgUdVh4AaABAg,s24 battery life is terrible i hope this has been improved,positive,Battery / Charging,"AI, Battery, Camera and Feature Discussion",2,General Mobile Discussion Audience,0.1866567926287912,0.12363808874088959
UgzPZ0VZXpt83Lt9osl4AaABAg,i'm keeping my s24 ultra for sure after this,positive,Customer Support / Warranty,Fake Products / Screen / Camera Concerns,1,Galaxy Upgrade-Cycle Followers,0.3872819136637106,0.5578846441728929
UgzxL0PV7lVnED-41dF4AaABAg.ADbwIcXr1ygADbz7c7BdFE,phones had it before samsung,neutral,Other,Buying Decision / Value Discussion,3,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.28524850691976156,-0.2252678737606305
Ugy3sti4K3WXvHw1GQF4AaABAg,yeah but does it come in green,positive,Other,General Samsung / Apple Discussion,2,General Mobile Discussion Audience,0.18596103086393234,-0.07450438859603178
UgxlEzuUstB-4Z7eH8p4AaABAg,i am s24 from sri lanka. i use it for my photos videos only i am fully satisfied with it. i will be upgrading to s25 soon but hope to keep s24 as my backup camera.,positive,Camera,Galaxy Models / S23-S24-S25 Series,1,Galaxy Upgrade-Cycle Followers,0.3785568501520492,0.31027801671487276
UgxsAx_1X5VOSXyidiV4AaABAg,"i'm starting to question why bother to spend so much money on r d and marketing to release this when there is basically no noteworthy change? a new processor and some ai shrinking on top of it are not a great reason to buy it over last gen... i had the samsung note 10 for almost 5 years before buying the s24 ultra. and i had to wait that long to swap the note 10 because there was no amazing earth shattering reason to do so. and i could have gone with the s23 ultra and be feeling the same. i very, very, very, very rarely use any of the s24 ultra ai features. same as vast majority i guess",negative,AI / Gemini,Upgrade Cycle / Yearly Phone Changes,1,Galaxy Upgrade-Cycle Followers,0.5656886090285098,0.26988869585374464
Ugwk_4jL5d1zLHpNIHF4AaABAg,just got my s24 ultra a few ago. planning on keeping it till 2030. i do a phone upgrade every 5 years. best way to do it.,positive,Positive Feedback,Upgrade Cycle / Yearly Phone Changes,1,Galaxy Upgrade-Cycle Followers,0.46651031749687843,0.205445993113294
Ugwk_4jL5d1zLHpNIHF4AaABAg.ADbvm4gUwT4ADd6oOk5qHN,"yeah, 5 years is the most practical time for keeping phone. after that, battery is non existent, and it'll lag terribly. at least with my a51, but i believe it just how the modern teach world is.",negative,Battery / Charging,General Samsung / Apple Discussion,6,Phone Buying and Value Seekers,0.33836667121023156,-0.1566637697510699
Ugxrl_O5yIrNuTu_K3p4AaABAg,im sticking to my a53 a bit longer,neutral,Other,Upgrade Cycle / Yearly Phone Changes,2,General Mobile Discussion Audience,0.3443221322249149,0.05737683700585779
UgxL5zZ6YkaW73YAbnh4AaABAg.ADbv2feN0hEADbzC87oVhl,worse actually.. by a mile,negative,Other,"AI, Battery, Camera and Feature Discussion",2,General Mobile Discussion Audience,0.27676657012613676,-0.17790701190999278
Ugx7wTGbIalreC0vL8N4AaABAg,"what an amazing, mind blowing phone, i can't believe how advanced and improved this phone is, i currently have an amazing s23 ultra.",positive,Positive Feedback,Upgrade Cycle / Yearly Phone Changes,6,Phone Buying and Value Seekers,0.4356174676698013,0.15066231167844193
Ugzh1XjiT6GsUizSVDp4AaABAg.ADbux1fjhH4ADc8Pos_eJe,"lol gemini is from google, so pixel have the right to promote it and have more ai features",positive,AI / Gemini,"AI, Battery, Camera and Feature Discussion",4,Galaxy AI Subscription Sceptics,0.14543526843457596,-0.060829040125048195
Ugzh1XjiT6GsUizSVDp4AaABAg.ADbux1fjhH4ADc9_paySXF,"if you know, google owns gemini and pixel is a google phone. so obviously it will have gemini",neutral,AI / Gemini,"AI, Battery, Camera and Feature Discussion",2,General Mobile Discussion Audience,0.15465241299779045,-0.09816936950013955
Ugzh1XjiT6GsUizSVDp4AaABAg.ADbux1fjhH4ADcET8RBZAq,samsung team did t work hard for s25,negative,Other,General Samsung / Apple Discussion,3,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.3814616601991258,0.009256892161629091
Ugzh1XjiT6GsUizSVDp4AaABAg.ADbux1fjhH4ADcTxFbw5Ac,"thanks for the info. i feel like samsung ultras are extra useful for power users who use the advanced features to the max, while simpletons don't know how to utilize it. offline voice to text transcribe and webpage summarize have been really useful and i'm glad now less teach savvy can simply in voice request that and others. it's a secretary replacement",positive,Battery / Charging,General Samsung / Apple Discussion,2,General Mobile Discussion Audience,0.36204161323981837,-0.17698660623868914
Ugwk-UOxhtKz3qHz_KJ4AaABAg,worth of 1kidney the price,positive,Price / Value,S25 vs S24 / iPhone Pro Max Comparison,2,General Mobile Discussion Audience,0.11532386079122539,-0.023712840321332283
UgyzmtNkUY7q78EFxbh4AaABAg,"eh, most of the features are available on my pixel 6a",neutral,AI / Gemini,"AI, Battery, Camera and Feature Discussion",2,General Mobile Discussion Audience,0.11538036007271409,-0.044642463198828274
UgxqAa5rYOqNK83SRJd4AaABAg,just got a galaxy s9. the gear vr doesn't work anymore which is the reason i bought it but still it's a solid phone.,positive,Design / Build,Upgrade Cycle / Yearly Phone Changes,6,Phone Buying and Value Seekers,0.36294126193457593,-0.09930009097737434
UgzEzm7fWYY0vHdz1Dl4AaABAg,watching on my s22 ultra. this has not convinced me to update my phone to this new one,negative,Software / One UI,Fake Products / Screen / Camera Concerns,1,Galaxy Upgrade-Cycle Followers,0.32317501861116754,0.18281920821464276
Ugwi1FwVBT6JV4wlgPV4AaABAg,looking more and more like an iphone by the year,positive,Design / Build,Buying Decision / Value Discussion,5,iPhone Comparison Shoppers,0.2525112944598206,-0.129702540412437
UgwHscwN_CPpMOWStrZ4AaABAg,so basically just ai,neutral,AI / Gemini,"AI, Battery, Camera and Feature Discussion",4,Galaxy AI Subscription Sceptics,0.20469284810332133,-0.07599787404534951
UgwHscwN_CPpMOWStrZ4AaABAg.ADbuIFZbj7eADbuXa-Hiu_,"cope.harder, you try",neutral,Other,Buying Decision / Value Discussion,2,General Mobile Discussion Audience,0.27408410722840004,-0.20210258285253987
Ugy25-kzqmR2tegiie54AaABAg.ADbuCs2ZLlKADbuZdrnFtU,cope harder wheres your brand?,neutral,Other,S-Pen / Bluetooth Removal,3,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.35961259808875623,-0.2631661831450226
UgwYIOoOq2RzKF4_E_94AaABAg,upgraded from s22u to s24 ultra and it looks like i'm gonna be keeping this for a few years until there are new innovations especially hardware. i'd be getting the software features anyway,positive,Software / One UI,Upgrade Cycle / Yearly Phone Changes,1,Galaxy Upgrade-Cycle Followers,0.4283095960678092,0.22298795048859915
UgyzbXC-3AfXBAUSPVV4AaABAg,the next innovation in smartphones is to make it thinner.,positive,Design / Build,Buying Decision / Value Discussion,2,General Mobile Discussion Audience,0.2713789887091644,-0.1368257159118762
UgzllBazcA4AGl6Nvml4AaABAg,"gemini ai is already on the s24 ultra. as is the circle to search and almost everything seen here. im using s24 ultra now and when they mentioned the ability to find the song youre listening to, i want aware of the way they did that but i just checked that and my s4 ultra also does this. all the ai assistant stuff is already available. i use it all the time to ask random questions. the software is all already available. with a slightly improved camera only the ultra wide lens and some more power, whats the point? its like the s24 plus ultra my hero academia fans will like this rather than an s25 ultra.",positive,Battery / Charging,"AI, Battery, Camera and Feature Discussion",1,Galaxy Upgrade-Cycle Followers,0.604906148998431,0.3652842265996808
Ugx8YjM9qkyaujH1Rhp4AaABAg,will this mean you'll bring one ui 6 to the galaxy s20?,neutral,Software / One UI,Fake Products / Screen / Camera Concerns,2,General Mobile Discussion Audience,0.2377886429494857,0.05035519691022231
Ugzvg_xI_tjIYtLuKUh4AaABAg,they renamed s24 to s25! that it?,neutral,S-Pen / Features,Fake Products / Screen / Camera Concerns,1,Galaxy Upgrade-Cycle Followers,0.3546892342729711,0.5216088159987706
Ugzr8ghargFFddQbMWR4AaABAg,"samsung can you hide the selfie camera, and once the lenses were inside. a wide angle to the center would be useful, because fingers sometimes ruin the whole recording.",negative,Camera,Galaxy Models / S23-S24-S25 Series,3,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.2760029365179906,-0.1615136181372719
Ugz59jM3nrL-ClYh8LR4AaABAg,i can't wait for the a series,neutral,AI / Gemini,Upgrade Cycle / Yearly Phone Changes,2,General Mobile Discussion Audience,0.0872779364078695,0.010130339265781245
UgwHQw8Qk6AgZG6TBb14AaABAg,best phone in the world,positive,Positive Feedback,Buying Decision / Value Discussion,6,Phone Buying and Value Seekers,0.20069019488573028,-0.14476260584109885
UgxbcYf99rVhBGLtgbl4AaABAg,"really interesting seeing samsung using gemini after a long try to degoogle the devices and use more microsoft apes. anyway, i have an s22 ultra, so i'm happy with it, and i really like the new one. good job, samsung!",positive,AI / Gemini,"AI, Battery, Camera and Feature Discussion",3,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.4395134118721294,-0.0072401973406710715
Ugy-3TAFx-yjh_OIwnl4AaABAg,apple we have customizable emojis!!!!,neutral,S-Pen / Features,Buying Decision / Value Discussion,7,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.15201582436047736,-0.2357939563805401
UgztjrYSJa6ZNy-JGmx4AaABAg,someone who predicted the design of the s25 ultra was very close,neutral,Design / Build,Fake Products / Screen / Camera Concerns,1,Galaxy Upgrade-Cycle Followers,0.39799537993841216,0.5164616553035108
UgyrsKRTh38c75U2uld4AaABAg,3 22 this is not the thinnest ultra ever note 20 ultra is still thinner 8.1mm vs 8.2mm,neutral,Design / Build,Fake Products / Screen / Camera Concerns,1,Galaxy Upgrade-Cycle Followers,0.2500103387840956,0.2918875731109741
UgzzXbSmQgX541O1ljx4AaABAg,"as an s22u user, as long as it looks alike i won't upgrade...smh",neutral,Other,Upgrade Cycle / Yearly Phone Changes,2,General Mobile Discussion Audience,0.20140859715165974,0.022149689684443728
UgwH6wgKgZ6dFtSrtB94AaABAg,"it's another underwhelming lineup, but what an underwhelming marketing.",neutral,Other,S-Pen / Bluetooth Removal,2,General Mobile Discussion Audience,0.3141651812935891,-0.2051291011674965
UgxHo2tK3nLsmzsDh9V4AaABAg,is this when i make money by suing for false advertising lol the note 20 ultra is thinner 8.1mm vs 8.2,positive,Design / Build,Fake Products / Screen / Camera Concerns,2,General Mobile Discussion Audience,0.23161655836866904,0.14460942034593904
Ugwh9VBUAC_HUsMs7n94AaABAg,i'm trading in my 23 ultra because i need more ram. 8gb ram is not enough,neutral,Performance / Processor,Upgrade Cycle / Yearly Phone Changes,1,Galaxy Upgrade-Cycle Followers,0.30415760753271576,0.2853841960185804
Ugwx4Q6pGgvgAYkwaOR4AaABAg,upgrade battery to 6000 man and fast charging at 65w con i ll wait another year now grow up samsung,neutral,Battery / Charging,"AI, Battery, Camera and Feature Discussion",2,General Mobile Discussion Audience,0.26312225861804234,-0.05414041919857245
Ugx6yEV1dqQTrv1nfwB4AaABAg,so we are copying apple now?,neutral,Software / One UI,Buying Decision / Value Discussion,7,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.1591921631471562,-0.23942536610978524
UgwutbA-7XfZS5xcwmx4AaABAg,ordered a s25 ultra! currently using s22,neutral,Other,Fake Products / Screen / Camera Concerns,1,Galaxy Upgrade-Cycle Followers,0.4163438390555523,0.5458776522880772
UgyWAoBaf9IvLCHIDMZ4AaABAg.ADbrryNzCpZADbsQrvUp5f,how? this is just a copy of the iphone 16 lol,positive,S-Pen / Features,S-Pen / Bluetooth Removal,5,iPhone Comparison Shoppers,0.2027814654988818,-0.12470372973724622
UgxvYAzFi4xO62B1Q2F4AaABAg,"still using my a51, indestructible.",positive,Other,Fake Products / Screen / Camera Concerns,2,General Mobile Discussion Audience,0.23159047709291222,-0.02655050228216768
UgxHyoCDDrF1iVYwNil4AaABAg,if your at s24 plus is 630 new on ebay,neutral,Customer Support / Warranty,General Samsung / Apple Discussion,2,General Mobile Discussion Audience,0.25694997071346865,0.17935491357449737
UgygoFPdvkRM81b63Md4AaABAg,zoom should be improved,positive,Camera,Galaxy Models / S23-S24-S25 Series,2,General Mobile Discussion Audience,0.24581081213911926,-0.03395417453276356
UgwrxLiLVbcTHo8L0dJ4AaABAg,"nice, i love the idea of making things more effortless. needed!",positive,Design / Build,Galaxy Models / S23-S24-S25 Series,2,General Mobile Discussion Audience,0.1599147799509792,-0.058860901668303135
UgxpntYhCcfj4pZuoWN4AaABAg,im watching this video from note 10plus,neutral,Camera,Fake Products / Screen / Camera Concerns,2,General Mobile Discussion Audience,0.14453360685508532,0.07664966714068892
UgwQ4o32j9I8SyIfXMp4AaABAg,i love this phone ty samsung!!!,positive,Positive Feedback,Buying Decision / Value Discussion,6,Phone Buying and Value Seekers,0.3389926193605218,-0.2449285312380434
UgzxX-NBda3x9urMJlx4AaABAg,"i love samsung but... so whats new? camera... same, screen... same, battery... same, charging time... same, s pen... worse. so who actually cares about ai features? besides, a lot already can be used by older models, we actually use it even less than the s pen. okay better cup, so my smartphone can load google 0,0001 secs faster? con guys",positive,Battery / Charging,"AI, Battery, Camera and Feature Discussion",0,S-Pen Bluetooth Feature Loyalists,0.40325913816499376,-0.1515844647373855
Ugw_WxVZjARQEDjgGWR4AaABAg,s20 ultra green line issue got me scared to use samsung,negative,Display / Screen,General Samsung / Apple Discussion,3,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.37802775175574743,0.07421489913719048
UgzW2xu-cOtHKe_NuNR4AaABAg,i am on the s21 ultra still an awesome phone. probably time to upgrade to the s25 ultra,positive,Positive Feedback,Upgrade Cycle / Yearly Phone Changes,1,Galaxy Upgrade-Cycle Followers,0.4747300934138134,0.3849494859512404
Ugwqn5g980ZW2bL-lKZ4AaABAg,"just like s23u, now ready to say goodbye to my s24u and welcome to s25u",positive,Positive Feedback,Upgrade Cycle / Yearly Phone Changes,2,General Mobile Discussion Audience,0.28524901981563877,-0.12060467758594767
UgzRhE-aeRgXSqzjpXx4AaABAg,scamsung's only main selling point for s25 ultra is ai features which the s24 ultra will get anyways. don't waste your money on this phone,positive,AI / Gemini,Upgrade Cycle / Yearly Phone Changes,1,Galaxy Upgrade-Cycle Followers,0.5654576577726971,0.41281731166487245
UgyxWoOiktGqpFQ4viJ4AaABAg,me with the s21 fe...,neutral,S-Pen / Features,Upgrade Cycle / Yearly Phone Changes,2,General Mobile Discussion Audience,0.22207240671188708,0.17830324407068904
UgzgBvjx06WVxBx9UbB4AaABAg,"the s pen without bluetooth could have been left out completely. instead of better cameras like the competition, there is only ai. i don t need ai. no, so i can stay with the s23 u.",positive,Camera,Galaxy Models / S23-S24-S25 Series,4,Galaxy AI Subscription Sceptics,0.34320479821469313,-0.05979695805965121
Ugz6kOsWOG6-8QXz8Ah4AaABAg.ADbq6FbtCyJADbqDP5IXWX,no samsung needs those profit margins higher,positive,Other,S-Pen / Bluetooth Removal,3,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.39465270613584785,-0.2910627798848582
UgxUOCCPYT5B3Nxgn_Z4AaABAg,chat is this worth upgrading to or should i wait till next year? i have an iphone 11,positive,AI / Gemini,Upgrade Cycle / Yearly Phone Changes,5,iPhone Comparison Shoppers,0.2047317794859138,-0.04564025898102066
UgxUOCCPYT5B3Nxgn_Z4AaABAg.ADbq2O-wO98ADbrc1cwae4,bet i appreciate the advice,positive,Other,"AI, Battery, Camera and Feature Discussion",2,General Mobile Discussion Audience,0.34618831769773395,-0.10819771304566152
UgyWGKCbUOsOFxkgYvl4AaABAg,"there is literally zero incentive to buy this new phone same as the s24, i'd rather just stick with the z fold 4 and upgrade next year to the 26 ultra.",positive,Display / Screen,Upgrade Cycle / Yearly Phone Changes,1,Galaxy Upgrade-Cycle Followers,0.5051852163163314,0.13056499807326805
Ugy0gsDq9toK6jw6JKJ4AaABAg,my s21 ultra is still stronger then ever... thanks samsung,positive,Other,Upgrade Cycle / Yearly Phone Changes,3,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.5464751029194199,0.24308351274803613
UgzLqfdRHTKQc2-zE8d4AaABAg,"it's time to upgrade, replace my a72.",neutral,Performance / Processor,Upgrade Cycle / Yearly Phone Changes,2,General Mobile Discussion Audience,0.11141034741571933,0.020375932306951613
UgxXBvIyQ3A7aZUA3Dh4AaABAg,"still using my s9 plus......and still works wonders......especially with my click and shoot photos lifestyle........i love making memories. i just hope one day, samsung will collaborate with kodak to bring back paper photo printing that lasts lifetime.......",positive,Camera,Galaxy Models / S23-S24-S25 Series,3,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.42951425018054273,-0.17205859614619798
UgxXBvIyQ3A7aZUA3Dh4AaABAg.ADbpVddg4rbADc2GBZqQnF,check out the polaroid pocket printer or the fujifilm instar mini printer! can print phone photos over bluetooth.,neutral,Camera,Galaxy Models / S23-S24-S25 Series,6,Phone Buying and Value Seekers,0.3677186287822511,-0.1861969522695564
UgyVd3T80A92ejebBr14AaABAg,"i'm still with note 9, and this year, i might want to change my phone",positive,S-Pen / Features,Buying Decision / Value Discussion,6,Phone Buying and Value Seekers,0.30260643173547713,-0.12723512941467183
UgxLMvd2e13ZldPItTd4AaABAg,1 charger should have been given 125 watt. 2 selfie should have been given at least more than 32 megapixel in all phones. 3 base model should have been 6.4 inches. 4 battery should have been given more than 5000 man in all phones. kbsgp india,neutral,Battery / Charging,S25 vs S24 / iPhone Pro Max Comparison,2,General Mobile Discussion Audience,0.17505032080166913,-0.09423999590257853
UgyqqtTvGV-zySaRsgZ4AaABAg,can't wait for ai to die,negative,AI / Gemini,Upgrade Cycle / Yearly Phone Changes,4,Galaxy AI Subscription Sceptics,0.11395010259440337,-0.022915552069228986
Ugz6-O9I7Utglkp3HeZ4AaABAg,"looks nice, but i'm good with my z fold 6. best 850 i ever spent on a phone. got it brand new and unlocked.",positive,S-Pen / Features,General Samsung / Apple Discussion,6,Phone Buying and Value Seekers,0.32070199146870954,-0.13453302989655336
Ugxc9WHEgE0jcNXaaDl4AaABAg,i really want to buy it but bro i have still the s21 ultra and its the same phone. please by s26 do 6500 alky new kamaresensores and 80watt fast charge dammmm s pen,positive,Battery / Charging,Upgrade Cycle / Yearly Phone Changes,1,Galaxy Upgrade-Cycle Followers,0.39891501302972415,0.04763424999014598
Ugy_86iaxaYIOAySsAx4AaABAg,"i'm still rocking the note 20 ultra, but it's finally starting to show its age.. cannot wait to upgrade to this soon!!!",neutral,AI / Gemini,Fake Products / Screen / Camera Concerns,1,Galaxy Upgrade-Cycle Followers,0.22977507066637157,0.19426760376428104
Ugw5W3WbIuLzvtBJMw94AaABAg,the identity officially died,negative,Other,General Samsung / Apple Discussion,2,General Mobile Discussion Audience,0.2832563313449517,-0.09232621356536401
UgwH9j1YLPS-sg4Tjwp4AaABAg,om it's so beautiful,positive,Other,General Samsung / Apple Discussion,2,General Mobile Discussion Audience,0.2510983922638832,-0.14443757690453518
UgwXcLjPQy2PlpjYnrd4AaABAg,"this was the most disappointing product launch i have ever witnessed. it was fair to expect your 25th anniversary phone to be something special. instead... you recycled the same stale design you've been using for four years now. the only new software you showcased consisted of already existing ai features, powered by gemini all developed by google. then just to top it off, you slightly redesigned the edges to be even sharper, making the phone really uncomfortable to hold. while retaining the absurd button placement, which is too high to reach with your thumb, and inexplicably places the volume buttons above the power button. because when i'm using the phone, clearly i want it to be easier to turn off than to adjust the volume, right? shame on you, samsung. this release dishonors a brand that was once the leader in innovation in the smartphone sector.",positive,Battery / Charging,Buying Decision / Value Discussion,4,Galaxy AI Subscription Sceptics,0.526280439038081,-0.2392754532718624
Ugxr0OA-mjCuIUXT8Ax4AaABAg,still happy with iphone 12 pro max,positive,S-Pen / Features,S-Pen / Bluetooth Removal,5,iPhone Comparison Shoppers,0.14697196241071028,-0.05255301596310948
Ugxdh4ZkogZ8nAIrLg14AaABAg,as an s23 ultra user i think i will either jump to a oneplus or a redmagic phone this year or next year... 5000mah is ridiculous now. i had my hopes up for this phone. i need at least 6000mah. or 6500mah. and it'd be very easy to do if the phone was as thick as the lenses.,positive,Camera,Buying Decision / Value Discussion,6,Phone Buying and Value Seekers,0.39493920164901175,0.034725529672833336
UgxG_7_DLz5Wg4LhGr14AaABAg,"still with my note 10 plus, 5 years and has the same design.",neutral,Design / Build,Fake Products / Screen / Camera Concerns,2,General Mobile Discussion Audience,0.16326343465890641,-0.008272548390554453
UgwSRPQaIaih-5XkVwR4AaABAg,everything is always innovative and very cool but the curved edges starting to look like apple,positive,Design / Build,Buying Decision / Value Discussion,7,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.2757842391592179,-0.22226674255506176
UgyhKWLptzDuoREeCdJ4AaABAg,me watching on my galaxy s25 ultra,neutral,Other,Fake Products / Screen / Camera Concerns,1,Galaxy Upgrade-Cycle Followers,0.3316883305095961,0.44490592000177837
UgxFhPrTANCLwtZ8MS94AaABAg,what a huge disappointment,negative,Other,Galaxy Models / S23-S24-S25 Series,2,General Mobile Discussion Audience,0.2713947264433717,-0.016687030534479758
Ugzsj0XrR97N1ToNXs14AaABAg,unfortunately you also became like apple not the change we expected,negative,S-Pen / Features,Buying Decision / Value Discussion,7,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.25325186440110314,-0.23696954941932669
UgytqCT27mHSths-wIZ4AaABAg,those features are replicating from apple.,positive,S-Pen / Features,Buying Decision / Value Discussion,7,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.18463969234380992,-0.20335919745924821
Ugxkrp658ywkEGmrxSl4AaABAg,pal complain that its the same every year but look how we've come such a long way with cell phones. having the power of the knowledge of the known universe in your hands,negative,Battery / Charging,General Samsung / Apple Discussion,2,General Mobile Discussion Audience,0.31101460498511435,-0.14577135875385067
UgyAfK3JtIuKfyrdB094AaABAg,"samsung keeps on putting out the same s22 ultra phone, year after year.",negative,Other,Fake Products / Screen / Camera Concerns,1,Galaxy Upgrade-Cycle Followers,0.37160830806229306,0.04879822824308515
UgximeIu0D8gSHwt1Lh4AaABAg,"this actually feels like a new phone rather than an update, looking forward to upgrading good work samsung",positive,Software / One UI,Upgrade Cycle / Yearly Phone Changes,6,Phone Buying and Value Seekers,0.46538387345818766,-0.22595773970184305
UgximeIu0D8gSHwt1Lh4AaABAg.ADbnDHpsyJ1ADbnaewsUwl,"its literally the opposite, same specs as s24 ultra minus bluetooth on the s spen",neutral,S-Pen / Features,Fake Products / Screen / Camera Concerns,1,Galaxy Upgrade-Cycle Followers,0.40489256129274837,0.4816111130143694
UgxOQo3yjcs4jZ_mHFZ4AaABAg,finally samsung is getting back together with google,neutral,Customer Support / Warranty,Buying Decision / Value Discussion,3,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.34962618589262384,-0.20409009474566178
UgxbZu6xt9_LFnTEqJJ4AaABAg,do u guys remember when phones were just about design and innovation? those were good times. now s just ai.,positive,AI / Gemini,Buying Decision / Value Discussion,4,Galaxy AI Subscription Sceptics,0.2817267794647672,-0.12860001996668333
UgwuMK4g25QYf9w12DZ4AaABAg,"they almost got me until show casing google gemini as new features is wild those features were showcased in google pixel 8 9 where tf did bixby go, samsung make yourself independent i use pixel , and the only thing that i like bout samsung is it's ui",positive,AI / Gemini,"AI, Battery, Camera and Feature Discussion",2,General Mobile Discussion Audience,0.3055387557155427,-0.14957286093881375
Ugxl_EXTLyuZ3qt2eXl4AaABAg,really not impressed with the specs of this new release! the old s22 ultra is just as good no point in changing. i will go for xiaomi at lease the camera is very good and it cost less.,positive,Camera,"AI, Battery, Camera and Feature Discussion",2,General Mobile Discussion Audience,0.34145470223144914,0.08907945968241424
UgwEpyhZBNW23uFnFRJ4AaABAg,still can't stand the asymmetrical camera placement,neutral,Camera,"AI, Battery, Camera and Feature Discussion",2,General Mobile Discussion Audience,0.08580229682063496,-0.03342428243270002
Ugzx5WGkM78ZHR4s0D94AaABAg,watching from my s24 ultra,neutral,Camera,Fake Products / Screen / Camera Concerns,1,Galaxy Upgrade-Cycle Followers,0.3033746192086464,0.48105924325225546
UgxIgwulXYnvloeIFth4AaABAg,can we have au back?,neutral,Other,General Samsung / Apple Discussion,2,General Mobile Discussion Audience,0.09515717031826884,-0.006075379340492169
UgzgKI8Qj5WXOU4z-l54AaABAg,dont need any of this xd,positive,Other,General Samsung / Apple Discussion,2,General Mobile Discussion Audience,0.09680565633789594,-0.0422378235244264
UgyG0H5Q81bk9dy_Kid4AaABAg,samsung should plus make new s pen with bluetooth and air commands for s25 ultra owners and ship it to them.. or some sort of software updates.. because its really bad to remove those features,negative,AI / Gemini,Galaxy Models / S23-S24-S25 Series,0,S-Pen Bluetooth Feature Loyalists,0.5250631005242007,0.1840569127389954
UgxFR5Demyj8MUToAZp4AaABAg,fix the false moisture detection on your phones,neutral,Other,General Samsung / Apple Discussion,2,General Mobile Discussion Audience,0.1215419140047564,-0.09522703340062276
UgyPRy5Thcmh-kndbUV4AaABAg,"and after seeing this, samsung fanboys make fun of phones being the same every year for having 0 innovation.",positive,Positive Feedback,Buying Decision / Value Discussion,3,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.36221660297899827,-0.22093342269646918
Ugz9i7hIAcNykbC5EFB4AaABAg,"vive what are you doing? this thing is out, create more of your more advance vive x200 pro and make it available globally",positive,AI / Gemini,S-Pen / Bluetooth Removal,2,General Mobile Discussion Audience,0.2311542323850201,-0.0890881511683452
UgxYDEv4OapHxu3IpaB4AaABAg,definitely going back to samsung,positive,Customer Support / Warranty,Upgrade Cycle / Yearly Phone Changes,3,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.4293152714709628,-0.2560889181863336
Ugwr_a39F3mKNo-bHF54AaABAg,disappointing its a worse phone than the u24 this is just gemini,negative,AI / Gemini,"AI, Battery, Camera and Feature Discussion",6,Phone Buying and Value Seekers,0.3496564277183285,-0.2002130297831578
UgygOR8Yi9a7euQuSMN4AaABAg,apple will sweet hard this year,positive,Other,Buying Decision / Value Discussion,7,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.2030151586805632,-0.1898327558165167
UgwTxMMvTS39BmYZsBx4AaABAg,in the end i just thought my phone turned off.,positive,Positive Feedback,S25 vs S24 / iPhone Pro Max Comparison,6,Phone Buying and Value Seekers,0.367936630874691,-0.22884609243007836
Ugx7BlNpVoSUbynW9bp4AaABAg,what i'm waiting samsung s25 line up the oneui 7 on my z fold 3,neutral,AI / Gemini,S-Pen / Bluetooth Removal,3,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.42773437826217764,0.09157707799614065
Ugwau2kxmApGBfdb1gR4AaABAg,i feel like im 5 min in explaining google features,positive,AI / Gemini,General Samsung / Apple Discussion,2,General Mobile Discussion Audience,0.22713302100585575,-0.07786917045093004
UgwsakjkQmXTHxFR3y94AaABAg,s24 ultra is still the king,neutral,Other,Fake Products / Screen / Camera Concerns,1,Galaxy Upgrade-Cycle Followers,0.3729709433190475,0.5608782582471251
Ugy3OMa-VqhbxYRz6-Z4AaABAg,disappointed the camera specs aren't much of a step forward from the s24,negative,Camera,"AI, Battery, Camera and Feature Discussion",1,Galaxy Upgrade-Cycle Followers,0.2493358221653479,0.1677880577351723
Ugy13qMYGP-072B_7Nt4AaABAg,"unfortunately, this is downgrade for samsung. why you guys following apple?",negative,Other,Buying Decision / Value Discussion,7,Samsung-Apple Brand Debaters - Buying Decision / Value Discussion,0.3797454486684322,-0.3330527093132235
UgzE1Y3q7XpmMNjzcut4AaABAg,its time to upgrade to your old flagship that supports one ui 7 coz i think all of features here can be found there,positive,Performance / Processor,Upgrade Cycle / Yearly Phone Changes,2,General Mobile Discussion Audience,0.20823493018366426,-0.024208383930016612
